group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error
A_seed,roberta-large,sst-5,18,L_clean32,0.0015,16,1.9019521994819387e-05,3.0310407331056356e-05,3.268867999169432e-05,7758.484946356879,3560.728496975369,1.469650496605156,1.0,0.0,0.029134055071393047,0.06200426748502387,0.021619219151591575,0.20911258267314398,0.0527513660897872,False,False,1.0000000020505746,0.9999999999366354,9.927975795898977e-07,3.009440059445875e-09
A_seed,roberta-large,sst-5,18,L_clean32,0.002,16,1.993120247017572e-05,3.218978199679547e-05,3.342679039875092e-05,8130.401372909546,4225.000739097595,1.29795967752531,1.0,0.0,0.133988215286811,0.08581728468214665,0.05838419805210268,0.2212886346139452,0.20911258267314398,False,False,1.0000000011829946,0.9999999984082419,7.623704870431067e-07,2.9893965260867418e-09
A_seed,roberta-large,sst-5,18,L_clean32,0.003,16,1.4006101783584671e-05,2.942734222550295e-05,2.9876540745090188e-05,5713.131692674425,3478.076722886827,1.107926834685632,1.0,0.0,nan,0.05269289147292155,0.09387323042123887,0.18816585156056773,0.2212886346139452,False,False,1.0000000031790905,0.9999999985452402,5.28879204435853e-07,2.95497128990573e-09
A_seed,roberta-large,sst-5,18,L_clean32,0.004,16,1.1376708599264813e-05,2.787673042258511e-05,3.9972797442648525e-05,4641.178995370865,4674.658179283142,0.6696601602503836,1.0,0.0,nan,0.05659252450297598,0.05562387424163971,0.26107402084942527,0.18816585156056773,False,False,0.9999999971144675,0.999999998539502,4.075372780415321e-07,2.9349652412849913e-09
A_seed,roberta-large,sst-5,18,L_clean32,0.005,16,1.3978121017862709e-05,2.629911581648958e-05,2.979298105493225e-05,5702.106952667236,4457.674026489258,0.8627859341591014,1.0,0.0,0.3412605146533185,0.3412605146533185,0.059987360682255374,0.6022200659314586,0.26107402084942527,False,False,0.9999999979542452,1.0000000003889356,3.352223926146136e-07,2.9173463341225967e-09
A_seed,roberta-large,sst-5,18,L_clean32,0.01,16,6.982027745430523e-06,1.7324265676766603e-05,1.852346185630787e-05,2848.079800605774,2650.3437757492065,0.7248129564692048,1.0,0.0,nan,nan,0.5180507958676864,nan,0.6022200659314586,False,False,1.0000000006002803,1.0000000007371255,2.0101086796634965e-07,2.9307825905445043e-09
A_seed,roberta-large,sst-5,18,L_oracle_precision,1e-05,16,0.0017768240649283086,0.005049447687838262,0.005797806867038668,724792.4804687499,801086.4257812499,0.610253544288348,1.0,0.125,nan,0.8168626976555501,nan,1.5451484922741054,nan,True,False,0.7952798659738953,0.9663970697476062,0.5935469470025678,1.2598546268560055e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,3e-05,16,0.0004259945033266671,0.0009247422270632559,0.0009610860392612217,173780.65321180556,156826.44314236112,0.7474086794200109,1.0,0.0,nan,0.9039240952699786,4.460384024436332,1.9457389047695528,1.5451484922741054,True,False,0.941411388910327,1.0197339898394961,0.3057234177430754,2.077406441047926e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.0001,16,3.553447699388565e-05,8.884544520323302e-05,0.00010520998559967299,14495.849609375,14495.849609375,0.6744907594765952,1.0,0.0,nan,0.6222770309333676,9.408436983342035,0.8862036663564603,1.9457389047695528,True,False,0.9921257955706694,1.0072309419752463,0.10903316684714419,2.523052752863009e-05
A_seed,roberta-large,sst-5,18,L_oracle_precision,0.0003,16,1.5896481952609032e-05,3.355896472793494e-05,3.656934313879889e-05,6484.985351562502,3136.5288628472235,1.3945552189178245,1.0,0.0,nan,0.08931000393381389,1.6474429195318394,0.07770335759787131,0.8862036663564603,False,False,0.9991117380050356,1.000875235981963,0.037374301224326306,2.5305745799776336e-05
